# Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,7,55,0,0,0,0,3,2,2,1,1,2,0,0
0,0,0,0,25,319,0,0,10,0,5,2,5,5,1,2,0,1
3,49,1,0,50,1570,0,0,1,0,11,3,2,1,10,2,0,1
2,28,0,0,27,434,0,0,0,0,11,8,2,7,2,0,0,1
4,63,0,0,13,774,0,0,0,0,11,2,2,6,2,2,0,1
1,15,0,0,6,199,0,0,0,0,10,1,8,2,6,0,0,0
4,143,0,0,43,997,0,0,0,0,12,2,5,3,2,2,0,0
7,133,4,46,26,1357,0,0,18,0,11,3,2,9,2,0,1,1
4,136,0,0,31,1141,0,0,10,0,3,1,1,1,1,2,0,1
1,16,0,0,39,581,0,0,68,0,8,2,2,5,2,0,0,1
0,0,0,0,7,64,0,0,0,0,3,2,2,1,3,2,0,0
2,17,0,0,89,3401,0,0,5,0,11,2,2,1,2,2,1,0
1,75,4,250,44,1679,0,0,45,0,3,2,2,1,2,0,1,1
15,404,4,240,120,4173,0,0,9,0,11,2,2,3,2,2,1,0
6,294,6,1343,51,3472,0,0,0,0,11,2,2,1,2,2,0,0
0,0,4,122,330,11208,0,0,0,0,11,2,2,1,2,2,0,1
7,105,2,139,98,3452,0,0,0,0,11,4,1,1,3,2,0,0
5,147,0,0,12,1226,0,0,5,0,9,3,2,2,1,2,0,1
1,8,0,0,16,2227,0,0,0,0,9,2,2,1,5,0,0,1
2,123,0,0,6,178,0,0,0,0,5,3,2,1,1,2,1,0
0,0,0,0,21,499,0,0,0,0,11,2,4,3,10,2,0,1
3,334,0,0,32,4316,0,0,42,0,12,8,13,9,20,1,0,1
0,0,0,0,3,88,0,0,0,0,11,3,2,1,3,2,1,0
5,400,0,0,20,991,0,0,22,0,12,2,2,3,2,2,0,1
13,189,3,22,108,4033,0,0,24,0,5,3,2,9,13,2,1,1
2,147,7,209,48,698,0,0,68,0,11,3,2,7,11,2,0,1
7,32,3,189,224,6095,0,0,10,0,11,1,2,1,2,2,0,1
2,87,1,113,67,4868,0,0,48,0,12,2,2,5,2,2,0,1
3,275,1,29,30,1107,0,0,35,0,3,3,2,3,1,2,1,1
0,0,0,0,21,1296,0,0,70,0,5,2,2,1,2,2,0,1
0,0,0,0,50,1085,0,0,0,0,10,1,1,1,4,2,0,0
6,618,0,0,50,1342,0,0,28,0,6,2,2,6,11,0,0,1
1,18,4,123,24,4114,0,0,20,0,3,1,1,1,2,0,0,1
8,466,5,81,25,1220,0,0,0,0,8,3,2,3,2,2,1,0
1,104,0,0,5,152,0,0,64,0,12,2,13,9,20,2,0,1
5,766,0,0,37,1133,0,0,49,0,5,4,2,4,2,2,0,1
5,65,2,34,17,1302,0,0,0,0,3,1,1,1,10,2,0,0
0,0,0,0,49,1768,0,0,9,0,11,3,2,4,11,2,1,1
2,561,2,31,95,4817,0,0,50,0,11,1,1,5,2,2,0,1
11,334,0,0,20,598,0,0,26,0,5,2,10,1,5,0,0,1
6,51,0,0,29,944,0,0,49,0,5,2,2,4,2,2,1,1
0,0,0,0,2,139,0,0,0,0,5,2,2,1,4,2,0,0
9,210,3,61,10,124,0,0,0,0,8,1,1,3,2,2,0,1
1,5,0,0,108,2367,0,0,0,0,12,2,2,1,2,0,1,0
0,0,0,0,25,1978,0,0,0,0,8,2,2,1,3,2,0,0
1,13,0,0,15,524,0,0,33,0,5,3,2,1,6,2,0,1
8,116,4,225,42,539,0,0,0,0,7,1,1,1,4,2,0,1
1,5,0,0,44,630,0,0,0,0,5,2,2,6,3,2,0,0
0,0,0,0,14,684,0,0,0,0,11,2,2,9,2,2,0,0
0,0,0,0,13,253,0,0,0,0,5,2,2,5,3,2,0,0
0,0,0,0,19,1056,0,0,0,0,12,1,1,1,8,2,0,0
2,26,0,0,20,819,0,0,0,0,5,2,2,1,2,2,1,0
0,0,0,0,59,2516,0,0,7,0,5,2,2,3,13,2,0,0
1,78,0,0,21,555,0,0,24,0,3,1,1,1,2,0,0,1
1,23,0,0,27,1061,0,0,43,0,8,2,2,6,5,2,0,1
3,39,1,414,88,4937,0,0,25,0,11,2,1,1,2,2,0,1
12,251,1,44,69,2269,0,0,0,0,12,2,2,3,2,2,0,1
8,580,1,145,48,2734,0,0,27,0,10,2,2,4,5,0,0,1
1,5,2,66,64,1716,0,0,0,0,11,4,2,1,2,2,1,0
0,0,0,0,27,1433,0,0,0,0,11,2,4,3,2,2,0,0
8,335,2,75,18,1494,0,0,12,0,11,2,2,9,10,2,0,1
3,54,4,32,4,46,0,0,0,0,9,1,1,1,5,0,0,0
4,127,0,0,32,2423,0,0,23,0,5,1,1,3,4,2,0,1
0,0,0,0,4,100,0,0,0,0,5,1,8,1,11,2,0,0
0,0,0,0,2,0,0,0,0,0,11,1,1,9,1,2,0,0
1,27,0,0,114,1403,0,0,255,0,11,4,5,2,8,2,0,1
1,0,0,0,19,2236,0,0,19,0,5,4,1,2,4,2,1,1
2,73,0,0,17,864,0,0,27,0,9,3,2,4,1,2,0,1
8,447,3,168,142,4777,0,0,0,0,11,3,2,1,1,2,1,0
0,0,0,0,22,681,0,0,14,0,11,1,1,1,3,2,1,1
4,39,0,0,115,2547,0,0,13,0,11,2,2,4,10,2,0,1
0,0,0,0,13,227,0,0,0,0,5,1,1,3,2,2,0,0
9,178,3,183,7,205,0,0,0,0,7,2,2,1,2,0,0,0
2,68,0,0,10,184,0,0,0,0,9,2,2,3,2,0,0,0
0,0,2,26,90,4875,0,0,0,0,11,2,2,7,1,2,0,1
0,0,0,0,44,1151,0,0,7,0,5,2,2,1,6,2,0,0
4,34,2,33,32,929,0,0,34,0,12,2,2,1,2,0,0,1
4,41,0,0,50,2428,0,0,9,0,11,2,5,3,3,2,1,0
0,0,0,0,4,880,0,0,0,0,5,2,2,7,1,2,1,0
0,0,0,0,4,157,0,0,0,0,11,2,4,9,2,2,0,0
0,0,0,0,4,30,0,0,0,0,3,2,4,3,3,2,0,0
0,0,0,0,1,0,0,0,0,0,5,2,2,1,1,2,0,0
0,0,0,0,6,91,0,0,0,0,5,2,2,1,13,2,0,0
1,20,0,0,77,3107,0,0,18,0,9,2,2,7,1,2,0,1
3,132,0,0,36,1567,0,0,0,0,3,3,3,2,8,2,1,0
0,0,0,0,17,601,0,0,18,0,8,3,2,3,1,2,0,1
6,97,2,9,58,2293,0,0,6,0,5,2,2,7,4,2,0,1
0,0,2,50,95,4379,0,0,0,0,11,2,2,1,2,2,1,0
0,0,3,300,13,509,0,0,40,0,3,3,2,7,2,2,1,1
8,121,2,62,30,1688,0,0,15,0,5,2,2,3,2,2,0,1
0,0,2,48,59,2195,0,0,0,0,11,2,2,7,2,2,0,1
0,0,0,0,6,129,0,0,0,0,5,2,2,4,4,2,0,0
0,0,0,0,47,1580,0,0,3,0,5,2,5,3,2,2,0,1
1,0,0,0,3,121,0,0,36,0,10,2,2,1,4,2,0,1
0,0,0,0,8,123,0,0,59,0,5,2,2,1,2,0,0,1
4,76,0,0,2,49,0,0,16,0,10,2,2,6,2,2,0,1
0,0,0,0,20,447,0,0,0,0,12,1,2,3,2,0,0,1
0,0,0,0,12,166,0,0,0,0,11,1,1,1,2,2,1,0
1,492,0,0,63,4518,0,0,8,0,11,2,2,2,1,2,0,1
0,0,1,28,19,1120,0,0,11,0,5,4,1,6,4,2,1,1
1,72,4,345,24,879,0,0,6,0,3,2,4,4,1,2,0,1
1,4,0,0,49,4651,0,0,0,0,5,2,2,7,2,2,0,0
2,96,0,0,61,1260,0,0,131,0,11,2,2,7,10,2,1,1
0,0,0,0,13,973,0,0,0,0,3,2,2,1,1,2,1,0
2,45,0,0,22,535,0,0,9,0,11,2,2,3,11,2,1,1
0,0,6,451,28,674,0,0,0,0,5,3,2,4,1,2,1,0
0,0,0,0,11,142,0,0,0,0,5,2,2,9,4,2,1,0
9,210,3,143,167,8249,0,0,2,0,11,1,1,1,10,2,0,1
14,260,3,186,51,2921,0,0,8,0,11,4,2,7,1,2,1,1
6,265,0,0,59,2934,0,0,6,0,11,1,2,1,2,2,0,0
0,0,2,45,42,1931,0,0,0,0,12,1,1,6,1,2,1,0
5,71,1,4,59,1702,0,0,6,0,5,2,2,6,1,2,0,1
2,16,0,0,3,268,0,0,49,0,11,2,2,5,5,0,0,0
0,0,0,0,15,150,0,0,0,0,11,2,2,7,20,2,0,0
1,43,3,230,93,3773,0,0,17,0,11,2,2,1,2,2,0,1
4,23,2,231,35,996,0,0,0,0,11,2,2,5,2,2,1,0
1,38,0,0,23,1483,0,0,7,0,3,3,2,6,1,2,0,1
5,97,0,0,15,489,0,0,81,0,12,8,13,9,20,1,0,1
0,0,0,0,32,905,0,0,83,0,10,2,2,6,2,0,0,1
2,20,0,0,15,1839,0,0,0,0,11,2,2,9,2,2,0,0
2,152,0,0,20,791,0,0,41,0,3,1,1,1,2,0,0,1
4,378,1,0,15,638,0,0,0,0,11,2,2,1,2,0,0,1
0,0,0,0,34,538,0,0,5,0,9,2,2,7,2,2,0,1
2,27,0,0,18,915,0,0,0,0,3,2,2,4,1,2,0,0
2,28,2,175,27,1253,0,0,39,0,3,2,2,1,2,2,0,1
0,0,0,0,27,1009,0,0,0,0,11,2,2,1,2,0,1,1
0,0,0,0,5,199,0,0,0,0,11,4,2,1,3,2,0,0
0,0,0,0,10,111,0,0,0,0,5,2,2,1,2,2,0,0
3,137,2,23,22,739,0,0,13,0,5,3,6,4,6,2,0,1
0,0,0,0,1,0,0,0,0,0,5,2,5,7,3,2,0,0
0,0,0,0,11,580,0,0,0,0,11,3,2,1,2,2,1,0
2,46,0,0,8,349,0,0,0,0,8,4,1,1,1,2,0,0
10,247,0,0,27,1182,0,0,7,0,12,2,2,4,6,2,0,1
0,0,0,0,11,606,0,0,0,0,5,1,8,9,4,2,1,0
1,0,0,0,2,66,0,0,0,0,12,2,2,9,2,2,1,0
1,53,0,0,10,1331,0,0,49,0,5,2,2,1,4,2,1,1
0,0,4,218,25,402,0,0,0,0,11,1,1,1,10,2,0,1
8,279,2,1652,43,1717,0,0,18,0,12,3,2,5,2,2,0,1
4,265,0,0,22,616,0,0,0,0,11,3,2,6,2,2,1,0
0,0,0,0,24,653,0,0,0,0,5,4,1,9,1,2,0,0
6,315,1,85,10,402,0,0,0,0,12,3,2,2,2,0,0,1
1,55,1,18,19,444,0,0,21,0,11,2,5,1,10,0,0,1
1,86,0,0,14,349,0,0,60,0,11,1,1,1,3,0,0,1
1,41,0,0,37,1501,0,0,15,0,5,2,6,1,3,2,0,1
0,0,0,0,3,0,0,0,0,0,8,1,1,3,4,2,0,0
6,183,2,80,60,1883,0,0,0,0,11,3,12,1,6,2,1,1
1,18,0,0,44,1310,0,0,0,0,10,2,2,1,13,2,0,0
0,0,0,0,3,34,0,0,0,0,5,1,1,6,3,2,0,0
0,0,0,0,7,297,0,0,0,0,5,1,1,1,1,2,0,0
4,131,0,0,10,285,0,0,0,0,12,3,2,4,3,2,0,0
0,0,0,0,13,214,0,0,0,0,5,3,2,3,13,2,0,0
1,17,0,0,17,1340,0,0,0,0,11,3,2,1,2,2,0,1
0,0,0,0,8,885,0,0,49,0,11,3,2,1,8,2,0,1
7,216,0,0,37,825,0,0,0,0,9,2,2,1,1,2,0,0
1,0,0,0,29,1085,0,0,30,0,11,2,2,1,4,0,0,1
0,0,0,0,6,151,0,0,0,0,12,1,8,4,6,2,0,0
10,204,1,170,138,4042,0,0,18,0,12,2,2,1,6,2,0,1
9,283,0,0,38,1166,0,0,18,0,11,1,1,9,20,0,0,1
0,0,0,0,2,30,0,0,21,0,10,1,8,6,20,2,1,1
2,38,0,0,14,643,0,0,35,0,3,2,2,5,1,2,0,1
0,0,0,0,24,1010,0,0,31,0,12,3,2,8,2,2,0,1
0,0,0,0,19,725,0,0,0,0,5,1,2,1,4,2,0,0
4,69,1,0,19,580,0,0,22,0,5,2,2,1,3,2,1,1
1,5,1,12,54,1470,0,0,0,0,3,3,2,4,2,2,0,0
0,0,0,0,13,517,0,0,4,0,11,2,2,1,20,2,1,1
0,0,0,0,20,301,0,0,0,0,12,1,1,1,2,2,0,0
0,0,2,199,30,661,0,0,0,0,11,2,2,3,10,2,0,1
5,72,0,0,31,649,0,0,35,0,3,2,7,2,2,2,1,1
0,0,0,0,7,61,0,0,0,0,5,1,2,1,2,2,1,0
0,0,0,0,39,1294,0,0,0,0,11,3,2,1,20,2,1,0
0,0,0,0,1,0,0,0,0,0,5,2,2,4,3,2,0,0
0,0,1,1411,1,1411,0,0,0,0,3,2,2,1,2,2,0,0
0,0,0,0,9,71,0,0,0,1,5,2,4,2,3,2,1,0
0,0,0,0,12,337,0,0,19,0,12,2,5,4,1,2,1,1
2,57,0,0,16,1226,0,0,143,0,12,2,2,9,2,0,1,1
0,0,0,0,27,2098,0,0,0,0,5,2,2,1,3,2,0,0
2,20,0,0,22,868,0,0,62,0,12,2,2,1,2,2,0,0
2,67,0,0,4,36,0,0,0,0,5,2,2,4,1,2,0,0
0,0,0,0,10,83,0,0,0,0,11,1,1,1,2,2,1,0
0,0,0,0,11,1055,0,0,0,0,5,2,2,8,18,2,0,0
0,0,0,0,9,372,0,0,55,0,7,2,2,1,4,2,0,1
4,62,0,0,53,1840,0,0,46,0,12,1,1,2,2,2,0,1
3,55,0,0,18,4916,0,0,20,0,11,2,6,5,1,2,0,1
2,11,3,123,34,448,0,0,0,0,3,2,10,6,1,2,0,0
1,11,2,27,31,424,0,0,30,0,11,2,2,3,1,2,0,1
3,17,0,0,15,810,0,0,0,0,11,2,2,3,11,2,1,0
5,46,0,0,3,26,0,0,0,0,11,2,2,1,2,2,0,1
9,151,0,0,54,2446,0,0,1,0,11,3,2,1,3,2,1,1
1,27,0,0,91,1596,0,0,33,0,9,2,2,2,1,2,0,0
0,0,0,0,10,208,0,0,125,0,12,2,2,1,2,0,0,1
5,136,0,0,45,1424,0,0,10,0,11,2,2,6,2,2,1,1
0,0,0,0,11,831,0,0,0,0,5,3,2,6,14,2,0,0
12,178,0,0,77,999,0,0,5,0,6,2,2,4,13,2,0,0
0,0,0,0,8,144,0,0,0,0,3,3,2,7,3,2,1,0
1,51,0,0,41,883,0,0,48,0,7,2,2,3,3,2,0,1
2,88,0,0,59,458,0,0,0,0,8,3,2,1,4,2,1,0
0,0,0,0,6,202,0,0,0,0,5,2,2,6,4,2,0,0
0,0,0,0,1,0,0,0,0,0,11,2,4,3,1,2,0,0
10,515,3,85,50,1558,0,0,12,0,8,3,2,4,4,2,1,1
8,149,0,0,55,2598,0,0,48,0,5,2,4,8,2,2,1,0
0,0,1,126,17,887,0,0,0,0,3,2,2,1,2,2,0,0
9,296,1,26,79,5057,0,0,17,0,11,2,2,1,10,2,0,1
5,42,0,0,232,5932,0,0,0,0,11,2,2,1,2,2,0,1
0,0,0,0,24,1151,0,0,44,0,11,2,2,3,8,0,1,1
0,0,0,0,3,9,0,0,0,0,5,2,2,2,3,2,1,0
0,0,1,22,81,2253,0,0,0,0,11,3,2,1,2,2,1,1
0,0,0,0,5,99,0,0,0,0,5,2,2,5,4,2,0,0
0,0,0,0,7,96,0,0,54,0,11,2,2,1,2,0,0,1
0,0,0,0,36,1166,0,0,4,0,3,1,1,1,3,2,1,1
1,6,0,0,15,500,0,0,19,0,3,2,2,3,1,2,0,1
0,0,0,0,21,642,0,0,0,0,12,2,2,6,2,2,1,0
0,0,0,0,8,1066,0,0,9,0,11,1,8,4,11,2,1,1
0,0,1,9,30,1992,0,0,9,0,3,2,4,1,3,2,0,1
0,0,0,0,13,313,0,0,0,0,3,1,1,1,3,2,0,0
10,117,0,0,28,631,0,0,10,0,3,3,7,1,2,2,0,1
0,0,0,0,10,421,0,0,0,0,11,1,1,1,4,2,0,0
9,222,2,46,20,1267,0,0,16,0,3,2,2,3,2,2,0,1
9,181,0,0,116,4426,0,0,84,0,5,2,2,2,6,2,1,1
1,52,0,0,13,447,0,0,42,0,8,1,1,1,20,2,1,1
2,25,0,0,13,238,0,0,36,0,10,2,2,1,20,2,0,1
12,1106,9,627,125,7444,0,0,7,0,11,3,2,4,2,2,0,1
11,1305,4,629,27,1161,0,0,12,0,10,1,2,3,20,2,0,1
4,44,0,0,90,6951,0,0,0,0,2,4,1,1,3,2,0,0
0,0,0,0,29,1970,0,0,100,0,10,4,1,5,2,2,0,1
10,60,1,110,75,1585,0,0,0,0,12,2,2,4,1,2,0,0
1,0,1,66,14,668,0,0,44,0,10,4,2,1,20,2,1,1
0,0,0,0,2,0,0,0,0,0,5,2,2,1,3,2,0,0
2,28,0,0,42,1329,0,0,80,0,5,2,2,1,4,2,1,1
4,100,0,0,66,2868,0,0,9,0,3,3,2,1,1,2,0,1
0,0,0,0,1,340,0,0,0,0,5,1,1,3,2,2,1,0
0,0,0,0,12,544,0,0,0,0,11,2,2,2,1,2,0,0
1,0,2,10,69,1310,0,0,0,0,11,2,3,1,3,2,1,0
2,47,0,0,42,1528,0,0,17,1,5,1,1,1,4,0,1,1
5,85,0,0,30,2188,0,0,45,0,11,2,2,2,8,0,1,1
5,200,0,0,49,837,0,0,28,0,5,2,2,1,3,0,0,1
10,398,1,132,24,985,0,0,0,0,9,3,2,1,3,2,1,0
0,0,0,0,24,580,0,0,17,0,3,2,2,1,1,2,0,1
0,0,0,0,4,49,0,0,0,0,3,2,2,9,2,2,0,0
0,0,0,0,6,63,0,0,0,0,5,2,2,4,4,2,0,0
0,0,0,0,10,447,0,0,17,0,10,2,2,5,2,0,1,1
0,0,3,191,57,1315,0,0,0,0,11,3,2,3,2,2,1,1
0,0,0,0,34,1491,0,0,0,0,11,2,2,6,11,2,1,1
0,0,0,0,27,228,0,0,0,0,8,4,1,1,1,2,0,0
1,54,0,0,23,816,0,0,0,0,12,2,2,5,10,2,0,0
1,49,0,0,4,2210,0,0,0,0,5,1,1,1,3,2,1,0
0,0,0,0,81,2071,0,0,0,0,5,1,8,3,2,2,0,0
1,10,0,0,25,583,0,0,71,0,10,1,1,1,2,2,0,1
0,0,0,0,1,0,0,0,0,0,6,1,1,3,2,2,0,0
8,82,0,0,84,2289,0,0,0,0,6,1,1,7,3,2,0,0
0,0,0,0,5,158,0,0,0,0,7,1,1,4,4,2,0,0
3,184,0,0,129,7669,0,0,0,0,3,2,2,8,13,2,0,0
0,0,0,0,7,611,0,0,0,0,12,3,2,6,8,0,0,0
1,4,0,0,34,652,0,0,0,1,5,1,1,3,4,2,1,0
0,0,0,0,5,277,0,0,42,0,11,2,2,3,2,2,0,1
0,0,0,0,1,318,0,0,0,0,12,3,2,2,1,2,0,0
0,0,0,0,1,0,0,0,0,0,11,2,2,6,10,2,0,0
0,0,0,0,2,205,0,0,0,0,5,3,2,1,13,2,0,0
14,352,2,759,64,3660,0,0,9,0,11,3,2,3,2,2,1,1
0,0,0,0,7,103,0,0,0,0,11,2,2,2,2,2,0,1
3,183,0,0,190,6375,0,0,0,0,11,2,2,1,2,2,0,0
1,43,0,0,79,2006,0,0,0,0,11,3,3,1,3,2,1,0
3,44,4,1636,49,4945,0,0,6,0,5,2,2,2,4,2,0,1
3,213,0,0,2,338,0,0,112,0,10,1,1,1,5,2,0,1
10,549,5,608,213,9151,0,0,2,0,10,2,2,1,2,2,0,1
0,0,0,0,7,649,0,0,0,0,12,2,2,4,2,0,0,1
0,0,0,0,52,2086,0,0,0,0,2,2,2,7,1,2,0,0
0,0,0,0,2,0,0,0,0,0,3,2,2,1,1,2,0,0
1,2,1,0,77,2476,0,0,0,0,12,2,2,1,2,2,0,1
0,0,0,0,12,770,0,0,0,0,12,2,4,1,8,0,0,0
2,131,0,0,26,1960,0,0,33,0,11,1,1,1,2,2,0,1
0,0,0,0,1,0,0,0,0,0,3,3,2,3,1,2,0,0
2,253,1,36,67,2568,0,0,4,0,8,2,4,2,1,2,0,1
0,0,0,0,40,694,0,0,0,0,12,2,2,3,2,0,0,0
0,0,0,0,6,50,0,0,0,0,5,2,4,3,3,2,0,0
5,56,0,0,55,1058,0,0,37,0,11,2,2,1,3,2,0,1
3,107,0,0,14,382,0,0,0,0,12,2,2,1,1,2,0,0
4,155,0,0,13,474,0,0,0,0,3,3,2,1,1,2,0,0
0,0,0,0,8,222,0,0,53,0,5,1,1,1,2,0,1,1
0,0,0,0,2,32,0,0,0,0,5,1,1,1,3,2,0,0
14,286,2,118,31,835,0,0,33,0,11,2,2,7,2,2,0,1
2,29,0,0,36,1110,0,0,0,0,12,2,4,9,2,2,1,0
4,135,0,0,2,46,0,0,0,0,9,1,1,5,2,2,0,1
0,0,2,63,14,376,0,0,0,0,11,2,2,2,11,2,1,1
1,96,0,0,23,1605,0,0,54,0,12,2,2,2,10,2,0,1
1,28,0,0,2,0,0,0,0,0,6,1,8,2,3,0,1,0
3,36,1,395,12,343,0,0,0,0,3,2,2,1,2,0,0,0
4,74,0,0,32,1367,0,0,50,0,5,3,2,1,2,2,1,1
1,0,1,37,23,1146,0,0,72,0,5,2,4,1,4,2,1,1
4,57,1,0,19,479,0,0,0,0,3,4,2,1,2,2,0,0
3,199,0,0,34,1425,0,0,0,0,11,2,2,9,2,0,0,1
2,37,0,0,12,375,0,0,43,0,5,2,2,3,2,2,0,1
0,0,0,0,25,1250,0,0,0,0,5,2,2,3,3,2,0,0
0,0,0,0,79,3129,0,0,0,0,5,3,2,3,3,2,0,0
4,104,4,261,13,214,0,0,0,0,5,3,2,1,2,2,1,0
6,408,0,0,33,878,0,0,19,0,3,2,2,1,2,2,0,1
7,53,0,0,42,650,0,0,0,0,5,2,2,2,4,2,0,0
0,0,0,0,1,0,0,0,0,0,12,1,1,2,3,2,0,0
0,0,0,0,69,2734,0,0,49,0,5,4,5,3,2,2,0,1
0,0,0,0,9,608,0,0,42,0,12,2,2,9,2,2,0,1
0,0,0,0,2,0,0,0,0,0,3,2,2,1,1,2,0,0
0,0,0,0,7,376,0,0,53,0,8,2,2,1,2,0,0,1
0,0,0,0,2,0,0,0,0,0,11,3,2,1,13,2,0,0
15,241,1,27,202,10014,0,0,1,0,11,2,2,1,2,2,0,1
1,4,1,12,16,1012,0,0,0,0,12,2,2,7,10,2,0,0
8,122,2,0,20,695,0,0,0,0,11,1,1,8,2,2,1,1
3,81,0,0,94,2487,0,0,0,0,10,2,2,6,2,0,0,0
4,35,2,9,43,2797,0,0,0,0,5,2,2,7,2,2,1,0
5,145,2,349,33,2161,0,0,16,0,11,2,2,7,1,2,0,1
4,120,4,64,52,1859,0,0,17,0,5,2,2,2,13,2,0,1
0,0,0,0,18,535,0,0,0,0,6,1,1,1,2,2,0,0
0,0,0,0,1,0,0,0,0,0,5,2,2,1,1,2,0,0
7,157,1,23,42,3503,0,0,21,0,5,2,2,1,2,2,0,0
0,0,0,0,28,1384,0,0,11,0,5,2,4,3,2,2,0,1
15,572,2,37,318,13717,0,0,45,0,11,2,2,1,2,2,0,1
1,15,0,0,19,348,0,0,0,0,8,2,2,7,3,2,0,1
10,263,0,0,69,3416,0,0,0,0,11,3,2,1,2,2,0,1
17,754,2,77,31,1021,0,0,2,0,3,1,1,3,2,2,0,1
11,281,0,0,41,1167,0,0,7,0,11,1,1,3,2,0,1,1
4,359,4,407,69,5485,0,0,4,0,3,1,1,2,1,2,1,1
0,0,0,0,24,805,0,0,53,0,5,2,2,1,2,0,1,1
0,0,0,0,17,248,0,0,0,0,5,1,1,3,2,2,0,0
0,0,1,21,15,498,0,0,32,0,5,2,4,1,2,2,0,1
0,0,0,0,15,751,0,0,0,0,3,1,2,2,1,2,0,0
2,31,2,51,19,523,0,0,0,0,5,3,2,8,3,2,1,0
0,0,0,0,17,390,0,0,0,0,11,1,1,3,3,0,1,0
0,0,0,0,2,0,0,0,0,0,11,1,1,1,1,2,0,0
0,0,0,0,6,93,0,0,0,0,3,1,2,8,2,2,0,0
1,4,0,0,20,471,0,0,32,0,7,1,1,1,4,2,0,1
2,337,0,0,2,8,0,0,0,0,11,2,2,1,2,0,0,1
5,61,0,0,164,4389,0,0,6,0,11,2,2,1,2,2,0,1
4,61,0,0,19,607,0,0,17,1,2,1,1,7,4,2,1,1
0,0,0,0,3,62,0,0,0,0,5,3,2,8,2,2,0,0
9,233,0,0,35,1941,0,0,0,0,8,3,2,7,2,2,0,0
0,0,0,0,7,159,0,0,0,0,8,3,3,3,1,2,1,0
15,238,3,119,147,2933,0,0,18,0,11,2,2,1,1,2,0,1
0,0,0,0,24,968,0,0,106,0,11,1,1,9,2,2,0,1
5,127,0,0,15,766,0,0,65,0,8,1,8,4,1,2,0,1
10,614,0,0,47,3608,0,0,7,0,3,2,2,3,1,2,0,0
2,15,0,0,30,1724,0,0,0,0,3,2,2,3,1,2,1,0
1,702,0,0,38,2193,0,0,9,0,3,1,1,2,2,2,0,1
2,566,0,0,11,574,0,0,34,0,5,1,1,8,2,2,0,1
0,0,0,0,39,537,0,0,0,0,5,4,2,3,13,2,0,0
2,235,0,0,23,1193,0,0,45,0,5,3,2,7,2,0,0,1
1,13,0,0,32,855,0,0,22,0,11,2,2,2,6,2,0,1
15,290,2,302,49,2011,0,0,10,0,11,1,1,2,2,2,0,0
4,88,0,0,39,659,0,0,0,0,5,2,2,3,1,2,0,0
0,0,0,0,34,1266,0,0,0,0,5,2,2,3,4,2,0,0
1,17,0,0,22,610,0,0,0,0,11,1,1,1,2,2,0,0
0,0,0,0,13,562,0,0,34,0,11,1,1,1,2,0,0,1
5,32,0,0,30,425,0,0,0,0,10,2,2,7,1,2,0,0
0,0,0,0,1,0,0,0,0,0,12,2,2,2,1,2,0,0
1,7,2,15,17,2269,0,0,0,0,7,2,2,3,4,2,0,1
4,115,1,3,16,930,0,0,0,0,11,3,2,6,2,2,0,0
0,0,0,0,41,3389,0,0,0,0,9,2,4,3,1,2,0,0
1,0,0,0,0,0,0,0,0,0,5,1,1,1,2,2,0,0
4,206,0,0,20,917,0,0,23,0,3,4,2,1,2,2,1,1
1,6,0,0,10,511,0,0,7,0,12,2,5,3,8,0,1,1
4,292,1,194,56,1948,0,0,14,0,5,1,2,3,2,2,0,1
0,0,0,0,68,3357,0,0,0,1,5,3,2,6,2,2,1,0
12,569,0,0,127,6065,0,0,0,0,8,1,1,2,4,2,0,1
2,22,0,0,27,2958,0,0,7,0,11,2,2,6,2,2,0,1
0,0,0,0,28,1028,0,0,0,0,3,2,4,1,2,2,0,0
0,0,2,5,5,122,0,0,0,0,7,3,2,2,4,2,1,0
4,130,2,5,74,1903,0,0,0,0,8,2,2,9,13,2,0,0
0,0,0,0,1,0,0,0,0,0,11,3,2,1,13,2,0,0
8,935,1,21,172,10524,0,0,2,0,11,3,2,1,3,2,0,1
5,95,0,0,15,743,0,0,19,0,5,2,2,1,2,2,0,1
5,117,0,0,35,502,0,0,3,0,3,2,2,2,2,2,0,1
6,80,1,10,23,477,0,0,0,0,7,4,2,7,2,0,1,0
13,662,0,0,81,4284,0,0,2,0,12,1,1,6,2,2,1,1
8,315,4,382,31,1314,0,0,37,0,10,1,1,1,4,2,0,1
2,45,1,40,57,851,0,0,3,0,3,2,4,3,1,2,1,1
0,0,0,0,22,494,0,0,42,0,11,2,2,1,2,0,0,1
0,0,0,0,51,1219,0,0,9,0,8,2,2,2,1,2,0,1
2,31,0,0,4,75,0,0,0,0,8,2,2,7,4,2,0,0
0,0,0,0,15,865,0,0,57,0,5,2,2,1,4,2,0,0
0,0,0,0,24,452,0,0,0,0,11,2,2,3,2,2,1,1
5,28,0,0,6,80,0,0,0,0,3,2,4,3,1,2,0,0
1,113,0,0,26,1905,0,0,11,0,11,3,2,2,1,2,0,1
3,42,0,0,64,2471,0,0,6,0,5,2,2,2,4,2,0,1
1,80,0,0,21,479,0,0,10,0,10,1,1,3,2,2,1,1
